gene_name,ct_marker_evidence_blood,ct_marker_evidence_bone_marrow,ct_marker_evidence_heart,ct_marker_evidence_kidney,ct_marker_evidence_liver,ct_marker_evidence_lung,ct_marker_evidence_lymph_node
TIMM13,0.0,0.0,,,0.0,0.0,0.0
TIMM17A,,,,,0.0,,
TIMM17B,,,,,0.0,,
TIMM21,,,,,0.0,,
TIMM22,,,,,,0.0,
TIMM23,0.0,0.0,,,0.0,,
TIMM23B,,,,0.0,,,
TIMM44,,,,,,,0.0
TIMM50,,,0.0,,0.0,,0.0
TIMM8B,0.0,,,,0.0,0.0,0.0
TIMM9,,0.0,,,,,0.0
TIMMDC1,,,,,0.0,0.0,
TIMP1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
TIMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMP3,1.0,0.0,0.0,1.0,0.0,0.0,0.0
TIMP4,,0.0,0.0,0.0,,,1.0
TINAG,,,,0.0,,,
TINAGL1,,0.0,0.0,0.0,0.0,0.0,0.0
TINF2,,0.0,,,,,
TIPARP,0.0,0.0,0.0,0.0,,0.0,0.0
TIPIN,,,,,0.0,,
TIPRL,0.0,,,,,,
TJAP1,,0.0,,,0.0,,
TJP1,,,0.0,0.0,0.0,0.0,0.0
TJP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJP3,,,,0.0,0.0,0.0,
TK1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TK2,,0.0,,0.0,,,0.0
TKFC,0.0,,,,,,
TKT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKTL1,0.0,0.0,,,,0.0,0.0
TLCD1,,,,,,,0.0
TLCD2,,0.0,,0.0,0.0,,
TLCD4,,,,,,,1.0
TLDC2,1.0,,0.0,1.0,,,
TLE1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
TLE2,0.0,,,0.0,0.0,0.0,
TLE3,0.0,0.0,0.0,0.0,0.0,,
TLE4,0.0,0.0,,0.0,0.0,0.0,0.0
TLE5,,,,,,,0.0
TLE6,,,,0.0,1.0,,
TLK1,0.0,0.0,,0.0,0.0,,
TLK2,,,,0.0,0.0,,
TLL1,,,0.0,0.0,0.0,0.0,0.0
TLL2,,,0.0,0.0,,,
TLN1,0.0,0.0,,0.0,,0.0,0.0
TLN2,,,0.0,0.0,,0.0,
TLR1,,0.0,0.0,0.0,0.0,0.0,
TLR10,0.0,0.0,,0.0,0.0,0.0,0.0
TLR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLR3,0.0,,,,,,
TLR4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TLR5,0.0,0.0,,0.0,0.0,0.0,0.0
TLR6,,0.0,,1.0,0.0,,
TLR7,0.0,0.0,,,0.0,0.0,0.0
TLR8,0.0,0.0,1.0,1.0,0.0,0.0,0.0
TLR9,1.0,,,0.0,,1.0,0.0
TM2D1,,,,0.0,0.0,0.0,
TM2D2,0.0,0.0,,,0.0,,0.0
TM4SF1,,0.0,1.0,0.0,0.0,1.0,1.0
TM4SF1-AS1,,,,0.0,,0.0,
TM4SF18,,,0.0,0.0,0.0,1.0,1.0
TM4SF19-AS1,,0.0,0.0,,,,
TM4SF4,,,,,0.0,,
TM4SF5,,,,0.0,0.0,,
TM6SF1,0.0,,,0.0,0.0,0.0,0.0
TM7SF2,,0.0,0.0,0.0,0.0,0.0,
TM7SF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM9SF1,,,,,,0.0,
TM9SF2,0.0,0.0,,0.0,0.0,0.0,0.0
TM9SF3,0.0,0.0,,0.0,0.0,,
TM9SF4,,,,,0.0,,
TMA16,,0.0,,,,,0.0
TMA7,0.0,0.0,,0.0,0.0,0.0,0.0
TMBIM1,0.0,,0.0,0.0,0.0,,0.0
TMBIM4,0.0,0.0,0.0,0.0,,,
TMBIM6,0.0,0.0,0.0,0.0,0.0,0.0,
TMC1,,,,0.0,,,
TMC3-AS1,0.0,,0.0,0.0,,0.0,
TMC4,,0.0,,0.0,0.0,0.0,
TMC5,0.0,,,0.0,,0.0,
TMC6,0.0,0.0,,0.0,0.0,0.0,
TMC7,,,,0.0,,,
TMC8,0.0,0.0,0.0,0.0,0.0,0.0,
TMCC1,,0.0,,0.0,,0.0,
TMCC2,0.0,,,,0.0,,
TMCC3,,0.0,0.0,0.0,0.0,0.0,0.0
TMCO1,0.0,,,0.0,0.0,,
TMCO3,,0.0,,0.0,,,
TMCO4,,,,0.0,,,
TMED1,0.0,0.0,,0.0,,0.0,0.0
TMED10,0.0,0.0,,0.0,0.0,0.0,0.0
TMED2,,,,0.0,0.0,0.0,0.0
TMED3,,0.0,,0.0,0.0,0.0,
TMED4,0.0,,,,,0.0,
TMED5,0.0,0.0,,,,,
TMED6,,,,0.0,,,
TMED7,0.0,,,0.0,0.0,,0.0
TMED8,,0.0,,,0.0,0.0,0.0
TMED9,0.0,0.0,,0.0,0.0,0.0,0.0
TMEFF2,,,0.0,,,,
TMEM100,,,0.0,0.0,0.0,0.0,0.0
TMEM101,,,,1.0,,,0.0
TMEM102,0.0,0.0,,,,,
TMEM104,,,,,0.0,,
TMEM106A,,,0.0,0.0,0.0,,0.0
TMEM106B,,,,0.0,0.0,,0.0
TMEM106C,0.0,0.0,,0.0,0.0,0.0,
TMEM107,0.0,,,0.0,,,1.0
TMEM108,,,0.0,0.0,,0.0,
TMEM109,0.0,0.0,,0.0,,0.0,
TMEM11,,,,,,0.0,0.0
TMEM115,,,,0.0,0.0,,0.0
TMEM116,,,0.0,0.0,,,0.0
TMEM117,,,0.0,0.0,,,0.0
TMEM119,,,,1.0,1.0,0.0,
TMEM120A,,0.0,,,,0.0,
TMEM120B,,0.0,,,,0.0,0.0
TMEM121,,0.0,,,0.0,,
TMEM123,0.0,0.0,,0.0,0.0,0.0,0.0
TMEM125,,,,0.0,0.0,0.0,
TMEM126A,,,,0.0,0.0,,0.0
TMEM126B,,0.0,,0.0,,,
TMEM127,0.0,,,,,,0.0
TMEM128,,0.0,,,0.0,,
TMEM129,,,,,0.0,,
TMEM130,,,,0.0,,,
TMEM131,,,,0.0,0.0,0.0,
TMEM131L,0.0,,,,,,
TMEM132A,,,,,0.0,,
TMEM132B,,,0.0,0.0,,0.0,
TMEM132C,,,1.0,0.0,,,
TMEM132D,,,,0.0,,,
TMEM132E,,,,0.0,,,
TMEM134,,,0.0,,0.0,,0.0
TMEM135,,,0.0,,0.0,,
TMEM139,,,,0.0,0.0,0.0,
TMEM140,0.0,,,,0.0,0.0,
TMEM141,,0.0,0.0,0.0,,0.0,0.0
TMEM143,0.0,,,0.0,,,
TMEM144,0.0,0.0,,0.0,0.0,0.0,
TMEM145,,,,,1.0,,
TMEM147,,0.0,0.0,0.0,,,0.0
TMEM147-AS1,,0.0,,,,,
TMEM14A,0.0,0.0,0.0,,0.0,0.0,0.0
TMEM14B,,0.0,1.0,,,0.0,
TMEM14C,0.0,0.0,,0.0,0.0,0.0,0.0
TMEM150A,,0.0,,0.0,,,
TMEM150B,,0.0,,,,,
TMEM150C,,,,0.0,0.0,0.0,0.0
TMEM151A,,,,,,0.0,
TMEM154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM158,,0.0,,0.0,,0.0,
TMEM159,,0.0,,,,0.0,
TMEM160,,0.0,,,,,0.0
TMEM161A,0.0,,,,,,
TMEM161B-AS1,,,0.0,0.0,,,
TMEM163,1.0,,0.0,0.0,0.0,0.0,
TMEM164,,0.0,0.0,0.0,0.0,0.0,0.0
TMEM165,,0.0,,,0.0,0.0,0.0
TMEM167A,,0.0,,,,0.0,0.0
TMEM169,,0.0,,,,,
TMEM17,,,,,0.0,,
TMEM170A,,,,0.0,0.0,,0.0
TMEM170B,0.0,0.0,,0.0,,0.0,0.0
TMEM171,,1.0,,0.0,0.0,0.0,
TMEM174,,,,0.0,,,
TMEM175,,,,,0.0,,
TMEM176A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM176B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM178A,,,,0.0,,,
TMEM178B,,,0.0,0.0,,0.0,
TMEM179B,0.0,0.0,,,0.0,,
TMEM18,,0.0,,,,,
TMEM181,,,,0.0,0.0,,0.0
TMEM182,0.0,,0.0,,,,
TMEM183A,,0.0,,,,,
TMEM184A,,,,,0.0,0.0,
TMEM184B,0.0,,,0.0,0.0,,0.0
TMEM184C,,,,,0.0,0.0,0.0
TMEM185A,,,,,,,0.0
TMEM185B,0.0,,,,0.0,,0.0
TMEM186,,0.0,,,,,
TMEM19,0.0,,,,0.0,0.0,0.0
TMEM190,,,,1.0,,0.0,
TMEM191C,,0.0,,,,,
TMEM192,,,,,,,0.0
TMEM198,1.0,,,0.0,0.0,0.0,
TMEM199,,,,,0.0,,0.0
TMEM200A,,,,0.0,,0.0,0.0
TMEM200B,,,,0.0,,,
TMEM200C,,,,1.0,,,
TMEM201,0.0,0.0,,,,,
TMEM203,0.0,0.0,,,,,
TMEM204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM205,,0.0,0.0,0.0,0.0,,
TMEM207,,,,1.0,,,
TMEM208,,0.0,,,,0.0,
TMEM209,0.0,0.0,,,0.0,,0.0
TMEM210,,,,0.0,,,
TMEM211,,,,,,1.0,
TMEM213,0.0,,,1.0,,0.0,
TMEM214,0.0,0.0,,,0.0,0.0,
TMEM217,,0.0,0.0,0.0,0.0,,
TMEM219,0.0,0.0,,0.0,0.0,0.0,0.0
TMEM220,0.0,0.0,,0.0,0.0,,0.0
TMEM220-AS1,,,0.0,0.0,,0.0,
TMEM221,,1.0,,,,,
TMEM222,,,,,0.0,0.0,
TMEM223,,0.0,,,0.0,,
TMEM229B,0.0,0.0,,,0.0,0.0,0.0
TMEM231,,,0.0,,0.0,0.0,0.0
TMEM232,,,,0.0,,0.0,
TMEM233,,,0.0,0.0,0.0,0.0,0.0
TMEM234,0.0,0.0,,,0.0,,
TMEM236,,,,,0.0,,
TMEM237,,0.0,,,,0.0,
TMEM238,,,,0.0,0.0,0.0,
TMEM240,,,,,,1.0,
TMEM241,,,0.0,0.0,0.0,,
TMEM242,,,,0.0,,,
TMEM243,,0.0,,0.0,0.0,0.0,0.0
TMEM244,,1.0,,,,,
TMEM245,0.0,,,0.0,0.0,,
TMEM248,,,,,,,0.0
TMEM25,,,,0.0,,0.0,
TMEM251,,0.0,,,0.0,0.0,
TMEM252,,,,0.0,,,
TMEM253,,,,,1.0,,
TMEM254,,0.0,,,,0.0,
TMEM254-AS1,,0.0,,,0.0,,
TMEM255A,,,1.0,0.0,,,
TMEM255B,,0.0,0.0,0.0,0.0,0.0,0.0
TMEM256,,0.0,0.0,0.0,0.0,,
TMEM258,0.0,0.0,,0.0,0.0,0.0,0.0
TMEM259,,,,0.0,0.0,,
TMEM26,,,,0.0,0.0,1.0,
TMEM260,0.0,0.0,,,,,0.0
TMEM263,,0.0,,0.0,,,0.0
TMEM266,,,,0.0,,,
TMEM273,0.0,,,,,,
TMEM30A,,,,0.0,0.0,,
TMEM30B,,,,0.0,,0.0,
TMEM33,,,,0.0,0.0,,
TMEM35B,0.0,,,,,,
TMEM37,,,0.0,0.0,0.0,0.0,1.0
TMEM38A,,0.0,0.0,,,,
TMEM38B,0.0,,0.0,0.0,,,0.0
TMEM39A,0.0,0.0,,0.0,,0.0,
TMEM39B,0.0,,,,0.0,,
TMEM40,0.0,1.0,0.0,1.0,,0.0,
TMEM41A,,0.0,,0.0,,0.0,
TMEM41B,,0.0,,0.0,,,
TMEM42,,0.0,,0.0,,,0.0
TMEM43,,,,0.0,0.0,,
TMEM44,,,0.0,0.0,0.0,0.0,0.0
TMEM44-AS1,0.0,,,0.0,,0.0,
TMEM45A,0.0,0.0,,0.0,0.0,0.0,
TMEM45B,,,,0.0,,0.0,
TMEM47,,,,0.0,0.0,0.0,1.0
TMEM50A,0.0,0.0,,0.0,,0.0,
TMEM50B,0.0,,,,0.0,0.0,
TMEM51,0.0,1.0,0.0,0.0,,0.0,0.0
TMEM51-AS1,,,,0.0,,,
TMEM52,,,,0.0,0.0,0.0,
TMEM52B,,,,1.0,,0.0,
TMEM53,,0.0,,0.0,0.0,0.0,
TMEM54,,,,0.0,,0.0,0.0
TMEM59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM60,,,,0.0,0.0,,
TMEM61,,,,0.0,,0.0,
TMEM62,0.0,,,,,,
TMEM63A,0.0,0.0,,,0.0,,
TMEM63B,,,,,0.0,0.0,
TMEM64,0.0,0.0,,0.0,,0.0,0.0
TMEM65,0.0,0.0,0.0,0.0,0.0,,
TMEM67,0.0,0.0,0.0,0.0,,0.0,
TMEM68,,,,,0.0,,
TMEM69,,,,0.0,0.0,,
TMEM70,,0.0,,,0.0,0.0,0.0
TMEM71,,0.0,0.0,0.0,0.0,0.0,
TMEM72,,,,0.0,,,
TMEM72-AS1,,,0.0,0.0,,,
TMEM74B,,,,1.0,,0.0,
TMEM79,0.0,0.0,,,,,
TMEM80,,,,0.0,0.0,,
TMEM82,,,,0.0,,,
TMEM86A,,,,0.0,,,
TMEM86B,,0.0,,,,0.0,0.0
TMEM87A,,,,0.0,0.0,0.0,0.0
TMEM88,,,0.0,0.0,0.0,0.0,0.0
TMEM8B,0.0,0.0,,0.0,,0.0,0.0
TMEM9,,,,,0.0,0.0,
TMEM91,0.0,,,0.0,0.0,,0.0
TMEM92,,,,0.0,,0.0,0.0
TMEM94,,,,0.0,,,0.0
TMEM97,0.0,0.0,,0.0,0.0,0.0,0.0
TMEM98,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM9B,0.0,,0.0,0.0,,,0.0
TMEM9B-AS1,,,,,,,0.0
TMF1,,0.0,,,,,
TMIGD2,0.0,0.0,,0.0,1.0,0.0,0.0
TMIGD3,,0.0,,0.0,,0.0,1.0
TMLHE,0.0,,,0.0,0.0,,
TMLHE-AS1,,,,0.0,,,
TMOD1,0.0,1.0,0.0,0.0,0.0,0.0,
TMOD2,,,0.0,0.0,0.0,,
TMOD3,,,0.0,,0.0,0.0,0.0
TMOD4,,,,,,1.0,
TMPO,0.0,0.0,0.0,0.0,0.0,0.0,
TMPO-AS1,0.0,0.0,,0.0,0.0,0.0,0.0
TMPPE,,0.0,,,,,
TMPRSS11E,,,,1.0,,0.0,
TMPRSS13,,,,,,0.0,
TMPRSS2,,,,0.0,0.0,0.0,
TMPRSS3,,,,,0.0,0.0,
TMPRSS4,,,,1.0,0.0,0.0,
TMPRSS5,,,0.0,,,,
TMPRSS6,,,,,0.0,,
TMPRSS9,1.0,0.0,,,,,
TMSB10,0.0,0.0,1.0,1.0,1.0,1.0,1.0
TMSB15A,,0.0,,0.0,0.0,0.0,
TMSB4X,1.0,0.0,1.0,1.0,1.0,1.0,1.0
TMTC1,,,0.0,0.0,0.0,0.0,0.0
TMTC2,0.0,0.0,0.0,0.0,0.0,,0.0
TMTC3,0.0,0.0,0.0,,,0.0,0.0
TMTC4,,,,,0.0,,0.0
TMUB1,,,,0.0,,0.0,
TMUB2,,0.0,,,0.0,,
TMX1,0.0,0.0,,0.0,0.0,,
TMX2,,0.0,0.0,,,0.0,
TMX3,,,,,0.0,,
TMX4,0.0,0.0,,0.0,0.0,,0.0
TNC,,,0.0,0.0,0.0,0.0,0.0
TNF,0.0,0.0,,0.0,0.0,0.0,0.0
TNFAIP1,,,,0.0,0.0,0.0,0.0
TNFAIP2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFAIP3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
TNFAIP6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TNFAIP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFAIP8L1,,0.0,,0.0,0.0,0.0,0.0
TNFAIP8L2,,,,0.0,,0.0,0.0
TNFAIP8L3,,,0.0,0.0,0.0,0.0,
TNFRSF10A,,0.0,,,,,
TNFRSF10B,,0.0,0.0,,,0.0,
TNFRSF10C,0.0,0.0,,,,,0.0
TNFRSF10D,,0.0,0.0,,0.0,0.0,
TNFRSF11A,0.0,0.0,0.0,0.0,,0.0,0.0
TNFRSF11B,,,0.0,0.0,,0.0,
TNFRSF12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF13B,0.0,0.0,0.0,1.0,1.0,1.0,1.0
TNFRSF13C,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TNFRSF14,,0.0,0.0,0.0,0.0,,0.0
TNFRSF17,0.0,0.0,1.0,0.0,1.0,0.0,0.0
TNFRSF18,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TNFRSF19,,,0.0,0.0,,0.0,1.0
TNFRSF1A,0.0,0.0,,0.0,,0.0,0.0
TNFRSF1B,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF25,0.0,0.0,,0.0,0.0,0.0,0.0
TNFRSF4,0.0,1.0,,0.0,0.0,0.0,1.0
TNFRSF8,0.0,,0.0,0.0,,0.0,
TNFRSF9,0.0,0.0,,,0.0,0.0,0.0
TNFSF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF11,,1.0,,,0.0,1.0,0.0
TNFSF12,0.0,0.0,,,0.0,0.0,
TNFSF13,0.0,0.0,,,,,0.0
TNFSF13B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF14,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TNFSF15,,1.0,,0.0,,,0.0
TNFSF18,,,,,,1.0,
TNFSF4,0.0,0.0,,,,0.0,0.0
TNFSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF9,0.0,0.0,,0.0,,,1.0
TNIK,0.0,0.0,0.0,0.0,,0.0,0.0
TNIP1,0.0,,,,,0.0,0.0
TNIP2,,,,,0.0,,0.0
TNIP3,,0.0,,1.0,0.0,0.0,0.0
TNK1,,0.0,,,,1.0,
TNK2,,0.0,,0.0,0.0,,
TNKS,,,,0.0,,0.0,
TNKS1BP1,,,0.0,0.0,0.0,0.0,0.0
TNKS2,,0.0,,,0.0,,
TNNC1,,,0.0,0.0,,0.0,
TNNC2,0.0,,,0.0,,0.0,
TNNI1,,,,0.0,,,0.0
TNNI2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TNNI3,,0.0,0.0,,,,
TNNT1,0.0,0.0,0.0,1.0,,0.0,
TNNT2,,,1.0,0.0,,1.0,
TNNT3,1.0,,0.0,1.0,,0.0,
TNPO1,,0.0,,,,,
TNPO2,0.0,,,,,,0.0
TNPO3,,0.0,,0.0,,,
TNR,,1.0,,,,0.0,
TNRC18,0.0,0.0,,0.0,0.0,0.0,
TNRC6A,,0.0,0.0,0.0,0.0,,
TNRC6B,0.0,0.0,,0.0,0.0,0.0,0.0
TNRC6C,,0.0,0.0,0.0,0.0,0.0,
TNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS2,,,0.0,0.0,,0.0,0.0
TNS3,0.0,,0.0,0.0,1.0,0.0,0.0
TNS4,,,,0.0,,0.0,
TNXB,,0.0,0.0,0.0,0.0,0.0,
TOB1,0.0,0.0,,0.0,0.0,0.0,0.0
TOB2,,,0.0,0.0,,,
TOE1,,,,0.0,,,
TOGARAM1,0.0,,,,,,
TOGARAM2,0.0,,,,,,
TOLLIP,,0.0,,,,,0.0
TOM1,,,,,0.0,,
TOM1L1,,,,,0.0,0.0,
TOM1L2,,,0.0,0.0,,,0.0
TOMM20,0.0,0.0,,0.0,0.0,0.0,
TOMM20L,,,,0.0,,,
TOMM34,0.0,,,,0.0,,
TOMM40,,0.0,,0.0,,,0.0
TOMM5,0.0,0.0,0.0,0.0,,,
TOMM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TONSL,0.0,0.0,0.0,0.0,,,
TOP1,,0.0,,0.0,0.0,,0.0
TOP1MT,0.0,0.0,,0.0,0.0,,0.0
TOP2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOP2B,0.0,0.0,,,,,
TOP3A,,,0.0,0.0,,,
TOP3B,,,,0.0,,,
TOPBP1,,0.0,0.0,0.0,,0.0,0.0
TOPORS,,,,,,,0.0
TOR1A,0.0,,,,0.0,,0.0
TOR1AIP1,,0.0,,,,,0.0
TOR1AIP2,0.0,0.0,,,0.0,,
TOR1B,,,,,,,0.0
TOR2A,,,,0.0,0.0,0.0,0.0
TOR3A,0.0,0.0,0.0,0.0,,0.0,0.0
TOR4A,,,,,0.0,,0.0
TOX,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TOX2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TOX3,,,,1.0,0.0,0.0,
TP53,,0.0,,0.0,,,
TP53AIP1,,,,,,1.0,
TP53BP1,,,0.0,,,,0.0
TP53BP2,0.0,,,,,,
TP53I11,0.0,0.0,,0.0,0.0,0.0,0.0
TP53I13,0.0,0.0,,0.0,,,0.0
TP53I3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53INP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53INP2,,0.0,,,0.0,0.0,
TP53TG1,,,,,0.0,,
TP63,1.0,,0.0,0.0,,0.0,
TP73,,1.0,,1.0,0.0,0.0,
TPBG,0.0,0.0,,,0.0,0.0,0.0
TPCN1,,,0.0,0.0,,,
TPCN2,,,,,0.0,,0.0
TPD52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPD52L1,,,0.0,0.0,,0.0,1.0
TPD52L2,,0.0,,0.0,,,
TPGS1,0.0,,,,,,
TPGS2,,0.0,,,0.0,,
TPI1,0.0,0.0,,0.0,0.0,0.0,0.0
TPK1,,0.0,0.0,0.0,,,
TPM1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TPM2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
TPM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TPMT,0.0,0.0,,0.0,,0.0,0.0
TPO,,,0.0,,,,
TPP1,0.0,0.0,,0.0,0.0,0.0,0.0
TPP2,0.0,0.0,,,,,0.0
TPPP,0.0,,,,0.0,,
TPPP2,,,,1.0,0.0,,
TPPP3,0.0,0.0,0.0,0.0,0.0,0.0,
TPR,,,,0.0,,,0.0
TPRA1,0.0,,,0.0,0.0,,
TPRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPRG1-AS1,,,0.0,,,,
TPRG1L,,,,,0.0,,
TPRKB,0.0,0.0,,0.0,0.0,0.0,0.0
TPRN,0.0,,,,,,
TPSAB1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
TPSB2,0.0,0.0,0.0,0.0,,1.0,1.0
TPSD1,0.0,1.0,,1.0,,1.0,1.0
TPSG1,,,,0.0,0.0,1.0,
TPST1,0.0,,0.0,0.0,0.0,0.0,
TPST2,0.0,0.0,0.0,0.0,0.0,,1.0
TPT1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
TPT1-AS1,,,,,0.0,,
TPTE2,,,0.0,0.0,,,
TPTEP1,,,,,0.0,,
TPX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRA2A,0.0,,,0.0,0.0,,0.0
TRA2B,,0.0,,0.0,0.0,0.0,0.0
TRABD,0.0,0.0,,0.0,0.0,0.0,
TRABD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRABD2B,,,0.0,0.0,0.0,0.0,
TRAC,0.0,0.0,0.0,1.0,,,0.0
TRADD,0.0,1.0,,,0.0,0.0,
TRAF1,0.0,,0.0,0.0,0.0,0.0,0.0
TRAF2,,,,0.0,0.0,,
TRAF3,0.0,0.0,0.0,0.0,0.0,0.0,
TRAF3IP1,,,,0.0,,0.0,0.0
TRAF3IP2,0.0,,,,0.0,0.0,
TRAF3IP2-AS1,,,,,0.0,,
TRAF3IP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAF4,0.0,0.0,,0.0,0.0,0.0,0.0
TRAF5,0.0,0.0,0.0,0.0,,0.0,
TRAF6,,,,0.0,,,
TRAFD1,0.0,0.0,,,0.0,0.0,0.0
TRAIP,0.0,,,,0.0,,
TRAJ44,1.0,,,,,,
TRAK1,,0.0,0.0,0.0,0.0,0.0,0.0
TRAK2,,0.0,0.0,,0.0,,
TRAM1,0.0,0.0,,,0.0,0.0,
TRAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAM2-AS1,,,,,0.0,,
TRANK1,0.0,,0.0,0.0,,0.0,0.0
TRAP1,,0.0,,,,,
TRAPPC1,0.0,,,,0.0,,0.0
TRAPPC10,0.0,,0.0,0.0,,0.0,0.0
TRAPPC11,,,,,,,0.0
TRAPPC12,,,,0.0,,,
TRAPPC13,,,,0.0,0.0,0.0,
TRAPPC2,0.0,,,0.0,,,
TRAPPC2L,,,,0.0,,,
TRAPPC3,0.0,0.0,,,0.0,,
TRAPPC5,0.0,0.0,,0.0,,,
TRAPPC6A,0.0,0.0,0.0,,0.0,0.0,
TRAPPC6B,,,,0.0,0.0,,0.0
TRAPPC8,,,,,,,0.0
TRAPPC9,,,,0.0,0.0,,
TRAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAV1-1,,,,,,,0.0
TRAV1-2,1.0,1.0,,,,,1.0
TRAV10,0.0,1.0,,,,,0.0
TRAV12-1,0.0,0.0,,,,,0.0
TRAV12-2,0.0,0.0,,,,,
TRAV12-3,0.0,,,,,,
TRAV13-1,0.0,0.0,,,,,0.0
TRAV13-2,,0.0,,,,,0.0
TRAV14DV4,0.0,0.0,,,,,
TRAV16,0.0,0.0,,,,,
TRAV17,,0.0,,,,,
TRAV18,,1.0,,,,,
TRAV19,0.0,0.0,,,,,0.0
TRAV2,0.0,,,,,,0.0
TRAV20,,,,,,,0.0
TRAV21,0.0,0.0,,,,,0.0
TRAV22,,0.0,,,,,
TRAV23DV6,,1.0,,,,,
TRAV24,,1.0,,,,,1.0
TRAV25,,0.0,,,,,
TRAV26-1,0.0,,,,,,0.0
TRAV26-2,,1.0,,,,,
TRAV27,0.0,0.0,,,,,0.0
TRAV29DV5,0.0,0.0,,,,,
TRAV3,0.0,1.0,,,,,0.0
TRAV30,0.0,,,,,,
TRAV35,,1.0,,,,,0.0
TRAV36DV7,0.0,,,,,,
TRAV38-1,,,,,,,0.0
TRAV38-2DV8,0.0,1.0,,0.0,,,
TRAV39,0.0,,,,,,
TRAV4,0.0,0.0,,,,,0.0
TRAV40,1.0,,,,,,
TRAV5,0.0,0.0,,,,,0.0
TRAV6,0.0,1.0,,,,,0.0
TRAV8-1,0.0,1.0,,,,,0.0
TRAV8-2,0.0,0.0,,,,,0.0
TRAV8-3,,,,,,,0.0
TRAV8-4,0.0,0.0,,,,,0.0
TRAV8-6,0.0,0.0,,,,,0.0
TRAV9-2,0.0,0.0,,,,,
TRBC1,0.0,1.0,0.0,1.0,,,0.0
TRBC2,0.0,1.0,0.0,0.0,,,0.0
TRBJ1-3,0.0,,,,,,
TRBJ2-2,0.0,,,,,,
TRBJ2-3,0.0,,,,,,
TRBJ2-5,,1.0,,,,,
TRBJ2-7,,0.0,,,,,
TRBV10-1,,1.0,,,,,
TRBV10-2,0.0,,,,,,
TRBV10-3,0.0,,,,,,
TRBV11-2,0.0,1.0,,,,,0.0
TRBV11-3,,,,,,,0.0
TRBV12-3,0.0,1.0,,,,,
TRBV12-4,1.0,1.0,,,,,
TRBV13,1.0,1.0,,,,,
TRBV15,0.0,,,,,,
TRBV18,0.0,0.0,,,,,
TRBV19,0.0,0.0,,,,,0.0
TRBV2,0.0,1.0,,,,,
TRBV20-1,0.0,0.0,,,,,0.0
TRBV21-1,,,,,,,0.0
