gene_name,ct_marker_evidence_blood,ct_marker_evidence_bone_marrow,ct_marker_evidence_heart,ct_marker_evidence_kidney,ct_marker_evidence_liver,ct_marker_evidence_lung,ct_marker_evidence_lymph_node
TRBV23-1,,,,,,,0.0
TRBV24-1,0.0,,,,,,
TRBV25-1,,1.0,,,,,
TRBV27,0.0,0.0,,,,,0.0
TRBV28,0.0,0.0,,,,,0.0
TRBV3-1,0.0,1.0,,,,,
TRBV30,0.0,,,,,,
TRBV4-1,0.0,1.0,,,,,0.0
TRBV4-2,0.0,1.0,,,,,0.0
TRBV5-1,1.0,1.0,,,,,0.0
TRBV5-4,,1.0,,,,,0.0
TRBV5-6,0.0,1.0,,,,,
TRBV6-1,0.0,1.0,,,,,0.0
TRBV6-2,0.0,,,,,,
TRBV6-4,0.0,1.0,,,,,1.0
TRBV6-5,0.0,1.0,,,,,0.0
TRBV6-6,0.0,,,,,,0.0
TRBV7-2,1.0,0.0,,,,,
TRBV7-3,0.0,,,,,,
TRBV7-9,0.0,0.0,,,,,0.0
TRBV9,0.0,0.0,,,,,0.0
TRBVB,,1.0,,,,,
TRDC,1.0,1.0,,0.0,,,0.0
TRDJ1,1.0,1.0,,,,,
TRDN,,,1.0,,,,
TRDV1,1.0,1.0,,,,,0.0
TRDV2,1.0,1.0,,,,,1.0
TRDV3,1.0,1.0,,,,,1.0
TREH,,,0.0,0.0,,,
TREM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREM2,,1.0,1.0,1.0,1.0,0.0,1.0
TREML1,0.0,0.0,1.0,,1.0,0.0,
TREML2,,,,,,1.0,1.0
TREML4,1.0,,,,,,
TRERF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRERNA1,0.0,1.0,,,,,
TREX1,0.0,,,,,,
TRG-AS1,0.0,1.0,0.0,0.0,,0.0,0.0
TRGC1,1.0,1.0,,1.0,,,0.0
TRGC2,0.0,1.0,0.0,0.0,,,0.0
TRGJP1,1.0,,,,,,
TRGV1,,1.0,,,,,
TRGV10,0.0,1.0,,,,,0.0
TRGV2,0.0,0.0,,,,,0.0
TRGV3,0.0,0.0,,,,,0.0
TRGV4,0.0,1.0,,,,,0.0
TRGV5,0.0,1.0,,1.0,,,0.0
TRGV6,,0.0,,,,,
TRGV7,0.0,0.0,,,,,0.0
TRGV8,0.0,0.0,,,,,0.0
TRGV9,1.0,0.0,,1.0,,,0.0
TRH,1.0,0.0,,,,,
TRHDE,,,0.0,0.0,,0.0,
TRIAP1,0.0,,,,,,0.0
TRIB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIB2,0.0,0.0,,0.0,,0.0,0.0
TRIB3,,0.0,,0.0,,0.0,0.0
TRIL,,,,0.0,,1.0,
TRIM10,,0.0,,,,,
TRIM11,,0.0,0.0,0.0,,,0.0
TRIM13,,,,,0.0,,
TRIM14,,,0.0,0.0,,0.0,0.0
TRIM15,,1.0,,,,,
TRIM16,0.0,0.0,,,0.0,0.0,
TRIM16L,0.0,,,,,,
TRIM2,0.0,,,0.0,0.0,0.0,0.0
TRIM21,0.0,,,,0.0,,0.0
TRIM22,0.0,0.0,,0.0,0.0,,0.0
TRIM23,,0.0,,0.0,,,0.0
TRIM24,,,0.0,,0.0,,0.0
TRIM25,,0.0,,0.0,0.0,,0.0
TRIM26,,,,,,0.0,
TRIM27,,,,0.0,0.0,,
TRIM28,,0.0,,,,,0.0
TRIM29,,,,0.0,,0.0,
TRIM3,0.0,,,0.0,,,
TRIM31,,,,,,1.0,
TRIM32,,0.0,,,0.0,,
TRIM33,,,,0.0,0.0,,0.0
TRIM34,,,,,,,0.0
TRIM35,,,,,0.0,,0.0
TRIM37,,,,,,,0.0
TRIM38,,,,,,0.0,0.0
TRIM39,,,,,0.0,,
TRIM4,,0.0,,,0.0,,0.0
TRIM41,0.0,0.0,,,,,
TRIM44,,0.0,,,0.0,,0.0
TRIM45,,,,0.0,0.0,,
TRIM46,,,1.0,,,,0.0
TRIM47,0.0,0.0,,0.0,0.0,0.0,
TRIM5,0.0,,,,0.0,,
TRIM50,,,,0.0,,,
TRIM52,,,,,,,0.0
TRIM54,,,0.0,1.0,,,
TRIM55,,,0.0,0.0,0.0,,
TRIM56,,0.0,,0.0,0.0,,
TRIM58,0.0,0.0,,,0.0,0.0,0.0
TRIM59,0.0,0.0,,0.0,0.0,0.0,
TRIM6,,,,,1.0,,
TRIM61,,0.0,,0.0,,,
TRIM62,,0.0,,,,,0.0
TRIM63,,,0.0,,,,
TRIM65,0.0,,,0.0,,,0.0
TRIM66,,,,,0.0,,
TRIM68,,0.0,,,,,
TRIM69,,0.0,,0.0,0.0,,
TRIM7,,,,,0.0,0.0,
TRIM71,,,,0.0,,,
TRIM72,,,,1.0,0.0,,
TRIM73,,0.0,,,,,0.0
TRIM8,0.0,,,,,,0.0
TRIM9,,0.0,0.0,0.0,,,
TRIML2,,,0.0,,,,
TRIO,0.0,0.0,0.0,0.0,,0.0,0.0
TRIOBP,0.0,0.0,,0.0,0.0,0.0,0.0
TRIP10,0.0,,,0.0,0.0,0.0,0.0
TRIP11,,0.0,,,,,0.0
TRIP12,,,,0.0,,,0.0
TRIP13,0.0,0.0,,,0.0,0.0,0.0
TRIP4,0.0,0.0,,,,,0.0
TRIP6,0.0,0.0,,,0.0,0.0,
TRIQK,,0.0,0.0,0.0,0.0,,
TRIR,0.0,,,,,,
TRIT1,,0.0,,0.0,,,
TRMO,,,,,,,0.0
TRMT1,,0.0,0.0,0.0,0.0,0.0,
TRMT10A,,,,,0.0,0.0,
TRMT10B,,,,,0.0,,0.0
TRMT10C,0.0,0.0,,,,,
TRMT11,,,,,0.0,,
TRMT112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRMT12,0.0,,,,,,
TRMT13,,0.0,,,,,0.0
TRMT2A,,,,,,,0.0
TRMT2B,0.0,0.0,,0.0,,,
TRMT44,,,,,,0.0,
TRMT5,,,,,0.0,,
TRMT6,,0.0,,,,0.0,
TRMT61A,,,,0.0,,,
TRMT61B,,0.0,,0.0,,,0.0
TRMU,,,0.0,,0.0,,
TRNAU1AP,0.0,,,0.0,,0.0,
TRNP1,,,,0.0,1.0,0.0,
TRNT1,,,,,0.0,,
TRO,0.0,0.0,,0.0,,,
TROAP,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRPC1,,0.0,,0.0,0.0,0.0,
TRPC3,,1.0,,,,,
TRPC4,,,0.0,0.0,,1.0,
TRPC4AP,,,,,0.0,,0.0
TRPC6,,1.0,0.0,0.0,,0.0,
TRPM2,,,0.0,0.0,0.0,0.0,0.0
TRPM2-AS,,,,,,0.0,
TRPM3,,,0.0,0.0,,0.0,
TRPM4,,0.0,,,0.0,0.0,0.0
TRPM6,,,,0.0,0.0,,
TRPM7,,,0.0,1.0,0.0,,
TRPM8,,0.0,,,,,1.0
TRPS1,0.0,,0.0,0.0,0.0,0.0,
TRPT1,0.0,,,0.0,,,
TRPV1,,,,,0.0,0.0,
TRPV2,0.0,0.0,,0.0,0.0,0.0,0.0
TRPV3,,0.0,,,,0.0,
TRPV4,,,,0.0,0.0,0.0,
TRPV5,,,,0.0,,,
TRPV6,,,,0.0,1.0,,
TRRAP,0.0,,,,0.0,,0.0
TRUB1,,,,0.0,,,
TRUB2,,,,0.0,,,
TSC1,0.0,,,0.0,,,0.0
TSC2,,,,0.0,0.0,,0.0
TSC22D1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TSC22D2,0.0,0.0,,0.0,,,
TSC22D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSC22D4,0.0,0.0,0.0,0.0,0.0,,
TSEN2,0.0,0.0,,,,,0.0
TSEN34,0.0,,0.0,,,0.0,
TSEN54,0.0,0.0,0.0,,0.0,0.0,0.0
TSFM,0.0,0.0,,0.0,0.0,,
TSGA10,0.0,,,0.0,0.0,,0.0
TSGA13,,,,,1.0,,
TSHR,,0.0,0.0,0.0,0.0,,0.0
TSHZ1,0.0,,,0.0,,,
TSHZ2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
TSHZ3,,,0.0,0.0,0.0,0.0,1.0
TSKU,,,0.0,0.0,0.0,0.0,
TSLP,,,,0.0,,0.0,
TSN,,,,,0.0,,
TSNARE1,0.0,,0.0,,,,0.0
TSNAX,0.0,0.0,1.0,,0.0,,
TSNAXIP1,,1.0,,,,,
TSPAN1,,,,0.0,,0.0,
TSPAN11,,,0.0,0.0,0.0,0.0,
TSPAN12,,,,0.0,,0.0,0.0
TSPAN13,1.0,0.0,,0.0,0.0,0.0,1.0
TSPAN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN16,0.0,,,,,,
TSPAN17,,,,0.0,,,
TSPAN18,0.0,1.0,0.0,0.0,0.0,,
TSPAN19,,,,1.0,,1.0,
TSPAN2,0.0,0.0,,0.0,,0.0,0.0
TSPAN3,0.0,0.0,,,,0.0,0.0
TSPAN31,0.0,,,,0.0,,
TSPAN32,0.0,0.0,,0.0,,0.0,1.0
TSPAN33,0.0,0.0,,0.0,0.0,0.0,0.0
TSPAN4,0.0,0.0,,0.0,0.0,0.0,0.0
TSPAN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN6,,,,0.0,0.0,0.0,0.0
TSPAN7,,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN8,,,0.0,0.0,0.0,1.0,
TSPAN9,,,0.0,0.0,0.0,0.0,
TSPEAR,,,0.0,,,,
TSPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPO2,,1.0,,,1.0,,
TSPOAP1,0.0,,,,,,
TSPOAP1-AS1,0.0,,,,,,
TSPYL1,0.0,,,0.0,,0.0,0.0
TSPYL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPYL4,0.0,,,,,,
TSPYL5,,0.0,,,,,0.0
TSR1,,0.0,,,0.0,,
TSR2,0.0,,,,0.0,,
TSR3,,0.0,,,,,0.0
TSSC4,,,,,,,0.0
TST,0.0,0.0,,0.0,0.0,0.0,0.0
TSTD1,0.0,0.0,,0.0,0.0,,0.0
TSTD2,,0.0,,,,0.0,0.0
TTBK1,,,1.0,,,,
TTBK2,,,,,0.0,0.0,
TTC12,,,,,,0.0,
TTC13,,,0.0,,,,
TTC14,0.0,,,0.0,,,
TTC16,0.0,0.0,,1.0,,,
TTC17,0.0,,,0.0,,,
TTC19,,,,0.0,0.0,,0.0
TTC21A,,0.0,,,,0.0,
TTC21B,,,0.0,,,,
TTC22,,0.0,,,0.0,,0.0
TTC23,,,,,0.0,,
TTC24,0.0,0.0,,,,,0.0
TTC26,0.0,,,,,0.0,
TTC27,0.0,0.0,,0.0,,,
TTC28,0.0,0.0,0.0,0.0,0.0,0.0,
TTC29,,,,,,0.0,
TTC3,,0.0,0.0,0.0,0.0,,0.0
TTC30A,,,,,,0.0,
TTC30B,0.0,0.0,,,,,0.0
TTC31,,,,0.0,0.0,,0.0
TTC33,0.0,,,,0.0,,0.0
TTC36,,,,,0.0,,
TTC37,,0.0,,,,,0.0
TTC38,0.0,0.0,,0.0,0.0,0.0,0.0
TTC39A,0.0,0.0,,0.0,,0.0,
TTC39A-AS1,0.0,,,,,,
TTC39B,,,0.0,0.0,0.0,0.0,
TTC39C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC39C-AS1,0.0,,,,,0.0,1.0
TTC5,0.0,,,,0.0,,
TTC6,,,,0.0,,0.0,
TTC7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC7B,,0.0,0.0,0.0,0.0,,
TTC9,,0.0,0.0,0.0,,,
TTC9C,,,,,0.0,,
TTF1,0.0,0.0,,0.0,0.0,,
TTF2,,0.0,0.0,0.0,0.0,0.0,
TTI1,,,,,,0.0,0.0
TTK,1.0,0.0,0.0,0.0,0.0,0.0,
TTL,,0.0,,,,,
TTLL1,,,,,0.0,,0.0
TTLL10,0.0,0.0,,0.0,,0.0,
TTLL11,,,,,0.0,,
TTLL12,,0.0,,,0.0,,0.0
TTLL3,0.0,0.0,,,0.0,,
TTLL4,0.0,,,,,,0.0
TTLL5,,,,0.0,0.0,0.0,
TTLL6,,,,,,0.0,
TTLL7,0.0,0.0,0.0,0.0,,0.0,0.0
TTLL9,,,1.0,,,0.0,
TTN,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TTN-AS1,,0.0,1.0,,,0.0,0.0
TTPA,,,1.0,,0.0,,
TTPAL,,,,0.0,0.0,,0.0
TTR,,,1.0,0.0,1.0,,
TTTY10,,0.0,0.0,,,,
TTTY14,,,0.0,0.0,0.0,0.0,0.0
TTTY9B,,,,0.0,,,
TTYH1,,,0.0,,0.0,0.0,
TTYH2,0.0,0.0,,0.0,0.0,0.0,0.0
TTYH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUB,,,,0.0,,,
TUBA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1C,0.0,0.0,,0.0,0.0,0.0,0.0
TUBA3D,,,,,,,1.0
TUBA4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA4B,,,,,,1.0,
TUBA8,0.0,0.0,,,,,0.0
TUBB,0.0,0.0,,0.0,0.0,0.0,0.0
TUBB1,0.0,0.0,,,,,
TUBB2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB2B,,,1.0,0.0,1.0,0.0,
TUBB3,,0.0,,,,1.0,1.0
TUBB4B,0.0,0.0,,0.0,0.0,0.0,1.0
TUBB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBD1,0.0,,,,,,
TUBE1,,,,,,0.0,
TUBG1,,0.0,,0.0,0.0,,0.0
TUBG2,,0.0,,0.0,,,0.0
TUBGCP2,,,,,0.0,0.0,
TUBGCP3,,,,,,0.0,
TUBGCP4,0.0,0.0,,0.0,0.0,,
TUBGCP5,,0.0,,,,,
TUBGCP6,,,,,0.0,,
TUFM,0.0,,,0.0,,,
TUFT1,,0.0,,0.0,,0.0,0.0
TUG1,,,,,0.0,,
TULP3,,,,,0.0,,
TULP4,,0.0,,,,,0.0
TUSC1,0.0,0.0,,0.0,0.0,0.0,
TUSC2,,,,,0.0,,
TUSC3,,,,0.0,,0.0,
TUSC8,,,,,,0.0,
TUT1,0.0,,,,0.0,,0.0
TUT4,0.0,,,,,,
TVP23A,0.0,0.0,,0.0,0.0,0.0,0.0
TVP23B,,,,,0.0,,0.0
TVP23C,,0.0,,,,,
TWF1,,,,0.0,,0.0,0.0
TWF2,0.0,0.0,,0.0,,0.0,0.0
TWIST1,,,,0.0,,0.0,
TWIST2,,,0.0,0.0,,0.0,0.0
TWSG1,,0.0,,0.0,,0.0,
TXK,0.0,1.0,0.0,0.0,1.0,0.0,0.0
TXLNA,,,,0.0,0.0,,0.0
TXLNB,,0.0,0.0,0.0,0.0,0.0,
TXLNG,0.0,,,,0.0,0.0,
TXN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TXN2,,0.0,,0.0,,,
TXNDC11,0.0,0.0,0.0,,0.0,0.0,0.0
TXNDC12,,0.0,,0.0,0.0,0.0,
TXNDC15,0.0,0.0,0.0,,0.0,0.0,0.0
TXNDC16,,,,,,,0.0
TXNDC17,0.0,0.0,,0.0,0.0,0.0,0.0
TXNDC5,0.0,1.0,0.0,0.0,,0.0,1.0
TXNDC9,0.0,,,,0.0,0.0,
TXNIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNL1,,0.0,,0.0,0.0,,
TXNL4A,,,,0.0,0.0,,
TXNL4B,,0.0,,,0.0,,
TXNRD1,,,1.0,0.0,0.0,0.0,
TXNRD3,1.0,,,0.0,0.0,,
TYK2,,0.0,,0.0,,,
TYMP,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TYMS,1.0,1.0,0.0,0.0,0.0,0.0,1.0
TYRO3,,,0.0,0.0,,0.0,1.0
TYROBP,1.0,1.0,0.0,1.0,1.0,1.0,1.0
TYRP1,,,,0.0,,1.0,
TYSND1,,0.0,,0.0,0.0,,
TYW1,,,,0.0,,,
TYW1B,0.0,,,,,,
TYW5,,,,,,,0.0
U2AF1,0.0,0.0,,,,0.0,
U2AF1L4,,0.0,,,,,0.0
U2AF1L5,,0.0,,,,,
U2AF2,,,,,0.0,,0.0
U2SURP,,0.0,,0.0,,,0.0
U47924.31,,,,0.0,,,
U91319.1,,,0.0,0.0,,,
UACA,,0.0,0.0,0.0,0.0,0.0,0.0
UAP1,0.0,0.0,0.0,0.0,,0.0,0.0
UBA1,0.0,,,,0.0,,0.0
UBA2,,,0.0,0.0,,0.0,0.0
UBA5,0.0,,,0.0,,,
UBA52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBA6,,0.0,,,,,
UBA6-AS1,,,,0.0,,,
UBA7,,,,0.0,0.0,,
UBAC1,0.0,0.0,,,,0.0,
UBAC2,,0.0,,0.0,0.0,0.0,
UBALD1,0.0,0.0,,,,,0.0
UBALD2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
UBAP1,,,,0.0,0.0,,0.0
UBAP1L,,0.0,,0.0,,,
UBAP2,,0.0,,0.0,,,
UBAP2L,,0.0,,0.0,,,
UBASH3A,0.0,0.0,,1.0,,0.0,0.0
UBASH3B,,0.0,0.0,0.0,0.0,0.0,
UBB,0.0,0.0,0.0,1.0,1.0,0.0,0.0
UBC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UBD,,,,0.0,0.0,0.0,1.0
UBE2A,0.0,,,,0.0,,
UBE2B,0.0,,,0.0,,,
UBE2C,0.0,0.0,,0.0,1.0,0.0,0.0
UBE2D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D2,,0.0,,0.0,,0.0,
UBE2D3,0.0,0.0,,0.0,0.0,0.0,0.0
UBE2E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2E3,0.0,0.0,,0.0,0.0,,
UBE2F,0.0,0.0,0.0,,0.0,0.0,0.0
UBE2G1,,0.0,,0.0,,0.0,0.0
UBE2H,,,0.0,0.0,0.0,0.0,
UBE2I,0.0,,,,,,
UBE2J1,0.0,0.0,,0.0,0.0,0.0,0.0
UBE2J2,,,,,0.0,,
UBE2L3,0.0,0.0,,,,,
UBE2L6,0.0,0.0,,0.0,,0.0,0.0
UBE2M,,0.0,,0.0,0.0,,
UBE2N,0.0,,,0.0,,0.0,
UBE2O,,,0.0,,,,
UBE2Q1,0.0,,,0.0,,,
UBE2Q2,,,,0.0,0.0,,0.0
UBE2QL1,,,0.0,0.0,0.0,1.0,
UBE2R2,,,,,,0.0,0.0
UBE2S,0.0,0.0,,0.0,0.0,0.0,0.0
UBE2T,0.0,0.0,,0.0,0.0,0.0,0.0
UBE2V1,0.0,,,,,,
UBE2V2,,,,0.0,0.0,,
UBE2W,,0.0,,0.0,,,
UBE2Z,,0.0,0.0,0.0,,,0.0
UBE3A,,,,,0.0,,
UBE3B,,0.0,,0.0,0.0,,
UBE3C,,,,0.0,,,
UBE4B,,,0.0,0.0,0.0,0.0,0.0
UBIAD1,,,,,,,0.0
UBL3,0.0,0.0,,0.0,0.0,0.0,
UBL4A,0.0,,,0.0,,,
UBL5,0.0,0.0,0.0,0.0,0.0,0.0,
UBL7,0.0,0.0,,,,,
UBL7-AS1,,0.0,,,0.0,,
UBLCP1,,,,,0.0,,0.0
UBN1,,0.0,,,0.0,,
UBN2,0.0,0.0,,0.0,,,
UBOX5,,,,,0.0,,0.0
UBP1,,0.0,,,0.0,,
UBQLN1,,0.0,,0.0,,,
UBQLN2,,0.0,,,,,0.0
UBQLN4,,0.0,,,,,
UBR1,,,,,0.0,,
UBR2,0.0,,,0.0,,,0.0
UBR3,,,0.0,0.0,,0.0,0.0
UBR4,,0.0,,,0.0,,0.0
UBR5,,0.0,0.0,,,,
UBR5-AS1,0.0,0.0,,,,,0.0
UBR7,0.0,0.0,,0.0,,0.0,
UBTD1,0.0,0.0,,0.0,,0.0,0.0
UBTD2,,0.0,,,,,
UBTF,0.0,,,0.0,,,0.0
UBXN1,0.0,,,,0.0,,
UBXN10,1.0,0.0,,,0.0,0.0,
UBXN11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBXN2A,,,,0.0,,,
UBXN2B,,,0.0,0.0,0.0,,0.0
UBXN4,,,0.0,0.0,0.0,,
UBXN6,,0.0,,0.0,,0.0,0.0
UCHL1,,0.0,,0.0,0.0,0.0,0.0
UCHL3,0.0,,,0.0,,,
UCHL5,,,,,,0.0,
UCK2,0.0,0.0,,0.0,0.0,0.0,0.0
UCKL1,0.0,,,,0.0,,
UCKL1-AS1,,,,,,0.0,
UCN,,,,0.0,0.0,,
UCN3,,,,,,0.0,
UCP1,,,1.0,,,,
UCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCP3,0.0,0.0,,,,,
UEVLD,,,,0.0,,0.0,0.0
UFC1,0.0,0.0,,0.0,0.0,0.0,
UFL1,,0.0,,0.0,0.0,,
UFL1-AS1,,,,0.0,,,
UFM1,,,,,0.0,,
UFSP2,0.0,,,,,,0.0
UGCG,0.0,0.0,,0.0,0.0,0.0,0.0
UGDH,,,0.0,,,0.0,
UGDH-AS1,,,,,0.0,,
UGGT1,,0.0,,,0.0,,
UGGT2,,,0.0,,0.0,,0.0
UGP2,,0.0,0.0,,0.0,0.0,0.0
UGT1A1,,,,,0.0,,
UGT1A6,,,,0.0,,,
UGT1A9,,,,0.0,,,
UGT2A1,,,,0.0,0.0,1.0,
UGT2A3,,,,0.0,0.0,,
UGT2B10,,,,,0.0,,
UGT2B11,,,,,0.0,,
UGT2B15,,,,,0.0,,
UGT2B17,,,,,0.0,1.0,
UGT2B28,,,,,0.0,,
UGT2B4,,,0.0,,0.0,,
UGT2B7,,,,0.0,0.0,0.0,
UGT3A1,,,,0.0,0.0,,
UGT3A2,,1.0,,,,,
UGT8,0.0,1.0,,0.0,0.0,0.0,0.0
UHMK1,,,,0.0,0.0,,0.0
UHRF1,0.0,0.0,0.0,0.0,,0.0,1.0
UHRF1BP1,0.0,,,0.0,,,
UHRF1BP1L,0.0,,,,0.0,,0.0
UHRF2,,0.0,0.0,0.0,0.0,0.0,
UIMC1,0.0,,0.0,,0.0,,
ULBP2,0.0,0.0,,,1.0,0.0,
ULK1,0.0,,,,,,0.0
ULK2,,0.0,,,,,0.0
ULK3,,,,0.0,,,0.0
ULK4,,,0.0,0.0,,,
UMAD1,,,,0.0,,0.0,
UMOD,,,,1.0,,,
UMODL1,,0.0,,1.0,,,
UMPS,,,0.0,,,,
UNC119,0.0,0.0,,0.0,0.0,,0.0
UNC119B,0.0,0.0,,,,,
UNC13B,,,,0.0,0.0,0.0,0.0
UNC13C,,,0.0,1.0,,0.0,0.0
UNC13D,,,0.0,0.0,0.0,0.0,0.0
UNC45A,,0.0,,,0.0,,
UNC45B,,,0.0,,1.0,,0.0
UNC50,0.0,,,,,0.0,
UNC5A,,,,1.0,,,
UNC5B,,,0.0,0.0,0.0,0.0,0.0
UNC5B-AS1,,,,,,0.0,
UNC5C,,,0.0,0.0,,0.0,
UNC5CL,,,,0.0,0.0,,0.0
UNC5D,,,,1.0,,,
UNC79,,,,,,0.0,
UNC80,,,,0.0,,,
UNC93A,,0.0,,,,,
UNC93B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNCX,,,,0.0,,,
UNG,0.0,0.0,,0.0,0.0,0.0,0.0
UNK,,,,0.0,0.0,,
UNKL,,0.0,,0.0,,0.0,
UPB1,1.0,,0.0,0.0,0.0,0.0,
UPF1,,,,,,,0.0
UPF2,0.0,0.0,,,0.0,0.0,
UPF3A,,,,,0.0,0.0,
UPF3B,,0.0,,0.0,,,0.0
UPK1A,,,,0.0,,,
UPK1B,,,0.0,0.0,0.0,0.0,
UPK2,,,,0.0,0.0,0.0,
UPK3A,0.0,0.0,,0.0,0.0,0.0,0.0
UPK3B,,,0.0,,0.0,0.0,
UPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPP2,,,0.0,1.0,,,
UPRT,,,,0.0,,,
UQCC1,0.0,,,,0.0,,0.0
UQCC2,,0.0,,0.0,0.0,,0.0
UQCC3,,,,,,,0.0
UQCR10,0.0,0.0,,0.0,0.0,0.0,
UQCR11,0.0,0.0,0.0,0.0,0.0,,
UQCRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRC1,,,,0.0,0.0,,0.0
UQCRC2,0.0,0.0,,0.0,0.0,,0.0
UQCRFS1,,0.0,0.0,0.0,,,0.0
UQCRH,0.0,0.0,,0.0,0.0,0.0,0.0
UQCRHL,0.0,0.0,,0.0,,0.0,
UQCRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URB1,,,,,0.0,0.0,
URB1-AS1,,,,,,,0.0
URB2,,,,,0.0,,
URGCP,,,,0.0,0.0,,
URI1,,,,,,,0.0
URM1,0.0,0.0,,0.0,0.0,,0.0
UROD,0.0,0.0,,,,,
UROS,,0.0,,,0.0,,
USB1,,,,,0.0,,0.0
USE1,,,,,0.0,,
USF1,,,,,0.0,,
USF2,0.0,0.0,,,0.0,,
USH1C,,,,0.0,0.0,,
USH2A,,,0.0,0.0,0.0,,
USHBP1,0.0,,,0.0,0.0,,
USO1,,0.0,,0.0,,,
USP1,0.0,0.0,,0.0,0.0,0.0,
USP10,0.0,,,0.0,0.0,,
USP11,,,,,0.0,,0.0
USP12,0.0,,,0.0,0.0,0.0,
USP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP14,,0.0,,,,,
USP15,0.0,,,0.0,0.0,0.0,0.0
USP16,,0.0,,,,,
USP18,0.0,,,,0.0,,0.0
USP19,,,,0.0,0.0,,
USP2,,,,0.0,,0.0,
USP2-AS1,,,,0.0,,,
USP20,0.0,,,0.0,,0.0,0.0
USP21,,,,,,,0.0
USP22,,0.0,,0.0,0.0,,0.0
USP24,,,,0.0,,0.0,0.0
USP25,,0.0,,0.0,,,
USP27X,,,,,0.0,,
USP28,0.0,0.0,0.0,0.0,,0.0,
USP3,,,0.0,0.0,0.0,,
USP3-AS1,,,,,0.0,,
USP30,0.0,0.0,,,,,
USP30-AS1,0.0,0.0,,,,,
USP31,,,0.0,0.0,0.0,0.0,0.0
USP32,,,,,,0.0,0.0
USP33,,,,0.0,0.0,,
USP34,0.0,,,0.0,0.0,0.0,
USP36,0.0,0.0,0.0,0.0,0.0,,
USP37,,,,0.0,0.0,,
USP38,,0.0,,0.0,0.0,,0.0
USP39,,0.0,0.0,,0.0,,
USP4,,,,,0.0,,
USP40,,0.0,,,0.0,,
USP42,,0.0,,,,,
USP43,,,,0.0,0.0,,
USP44,,,,0.0,,0.0,
USP45,0.0,0.0,,,,,0.0
USP46,0.0,0.0,,0.0,,,
USP47,,,0.0,0.0,0.0,,
USP48,0.0,,0.0,0.0,0.0,0.0,0.0
USP49,0.0,,,,0.0,,
USP5,0.0,,0.0,,0.0,,
USP53,,0.0,0.0,0.0,0.0,0.0,
USP54,,,0.0,0.0,,0.0,
USP6,,,,,0.0,,
USP6NL,0.0,0.0,,,0.0,,0.0
USP7,,0.0,,,0.0,,
USP8,,,,0.0,0.0,,
USP9X,,,,0.0,,,
USP9Y,0.0,0.0,,,0.0,0.0,0.0
USPL1,,0.0,,,0.0,,0.0
UST,,0.0,0.0,0.0,0.0,0.0,
UTF1,0.0,0.0,,,,0.0,1.0
UTP11,0.0,,,,,,
UTP14A,,0.0,,0.0,,,0.0
UTP14C,0.0,0.0,,,,,
UTP15,,,,0.0,,,
UTP18,,,,,0.0,,0.0
UTP20,,,,,0.0,,
UTP23,0.0,0.0,,,,,0.0
UTP25,0.0,,,,,,
UTP4,,,,,,0.0,0.0
